iter	Passed	Remaining
329	816	1658
330	818	1654
331	820	1650
332	821	1645
333	824	1643
334	825	1639
335	827	1635
336	829	1630
337	830	1626
338	831	1622
339	833	1618
340	835	1613
341	836	1609
342	839	1608
343	841	1604
344	842	1600
345	844	1596
346	846	1592
347	847	1587
348	848	1583
349	850	1579
350	852	1575
351	854	1572
352	855	1568
353	857	1564
354	859	1560
355	860	1556
356	862	1552
357	863	1548
358	865	1544
359	868	1543
360	869	1539
361	871	1535
362	872	1531
363	874	1527
364	876	1524
365	877	1520
366	879	1517
367	881	1514
368	884	1511
369	885	1507
370	887	1505
371	889	1501
372	891	1498
373	892	1494
374	894	1491
375	898	1490
376	899	1486
377	901	1483
378	902	1479
379	904	1475
380	905	1471
381	907	1468
382	909	1464
383	912	1463
384	914	1460
385	916	1457
386	917	1453
387	919	1449
388	920	1445
389	921	1441
390	923	1438
391	927	1438
392	929	1435
393	931	1432
394	932	1428
395	934	1425
396	936	1421
397	937	1417
398	938	1414
399	942	1413
400	944	1410
401	946	1407
402	948	1404
403	950	1401
404	951	1398
405	953	1394
406	955	1391
407	957	1389
408	959	1386
409	961	1384
410	963	1380
411	964	1377
412	966	1373
413	967	1369
414	969	1366
415	971	1363
416	974	1362
417	975	1358
418	977	1355
419	979	1352
420	980	1348
421	982	1345
422	987	1346
423	988	1343
424	990	1340
425	992	1336
426	993	1333
427	995	1330
428	997	1327
429	999	1324
430	1003	1324
431	1004	1321
432	1006	1318
433	1008	1315
434	1010	1312
435	1011	1308
436	1018	1312
437	1020	1309
438	1022	1307
439	1024	1304
440	1026	1300
441	1027	1297
442	1030	1296
443	1033	1293
444	1035	1291
445	1037	1288
446	1040	1287
447	1043	1285
448	1046	1283
449	1049	1282
450	1051	1279
451	1052	1276
452	1054	1273
453	1055	1269
454	1057	1266
455	1059	1263
456	1063	1263
457	1065	1260
458	1067	1257
459	1068	1254
460	1070	1251
461	1072	1248
462	1073	1245
463	1077	1245
464	1079	1242
465	1082	1239
466	1083	1236
467	1085	1233
468	1087	1230
469	1088	1227
470	1092	1226
471	1093	1223
472	1095	1220
473	1097	1217
474	1099	1215
475	1101	1212
476	1103	1209
477	1105	1207
478	1109	1206
479	1111	1204
480	1113	1201
481	1114	1198
482	1116	1195
483	1118	1191
484	1123	1192
485	1125	1190
486	1127	1187
487	1129	1184
488	1130	1181
489	1132	1178
490	1133	1175
491	1137	1174
492	1139	1171
493	1140	1168
494	1142	1165
495	1143	1162
496	1145	1159
497	1146	1155
498	1148	1152
499	1151	1151
500	1154	1149
501	1156	1147
502	1158	1144
503	1159	1141
504	1161	1138
505	1163	1135
506	1167	1135
507	1169	1132
508	1170	1129
509	1172	1126
510	1173	1123
511	1175	1120
512	1176	1117
513	1178	1113
514	1180	1111
515	1182	1108
516	1183	1106
517	1185	1103
518	1187	1100
519	1189	1097
520	1190	1094
521	1192	1091
522	1193	1088
523	1196	1087
524	1198	1084
525	1199	1081
526	1201	1078
527	1202	1075
528	1204	1072
529	1206	1069
530	1207	1066
531	1209	1063
532	1211	1061
533	1212	1058
534	1214	1055
535	1215	1052
536	1217	1049
537	1219	1046
538	1220	1043
539	1222	1041
540	1225	1039
541	1227	1036
542	1229	1034
543	1231	1031
544	1232	1029
545	1234	1026
546	1235	1023
547	1237	1020
548	1238	1017
549	1240	1014
550	1242	1012
551	1243	1009
552	1245	1006
553	1247	1004
554	1248	1001
555	1250	998
556	1253	997
557	1255	994
558	1257	991
559	1258	989
560	1261	987
561	1263	984
562	1265	982
563	1268	980
564	1270	978
565	1272	975
566	1275	974
567	1277	971
568	1279	968
569	1280	966
570	1283	964
571	1285	961
572	1287	959
573	1288	956
574	1290	953
575	1292	951
576	1293	948
577	1294	945
578	1296	942
579	1298	940
580	1300	937
581	1301	934
582	1303	932
583	1304	929
584	1306	926
585	1307	923
586	1309	921
587	1311	918
588	1313	916
589	1315	913
590	1316	911
591	1318	908
592	1320	906
593	1321	903
594	1323	901
595	1327	900
596	1330	898
597	1332	895
598	1333	892
599	1335	890
600	1336	887
601	1338	885
602	1342	883
603	1344	881
604	1345	878
605	1347	876
606	1349	873
607	1351	871
608	1353	868
609	1354	866
610	1357	864
611	1359	862
612	1361	859
613	1362	856
614	1364	854
615	1366	851
616	1367	848
617	1370	846
618	1374	845
619	1375	843
620	1377	840
621	1378	838
622	1380	835
623	1381	832
624	1383	830
625	1385	827
626	1388	826
627	1390	823
628	1392	821
629	1394	818
630	1395	816
631	1397	813
632	1398	811
633	1402	809
634	1405	807
635	1407	805
636	1408	802
637	1410	800
638	1411	797
639	1413	795
640	1416	793
641	1419	791
642	1420	788
643	1422	786
644	1424	783
645	1426	781
646	1427	778
647	1429	776
648	1434	775
649	1437	774
650	1439	771
651	1441	769
652	1442	766
653	1444	764
654	1447	762
655	1449	760
656	1451	757
657	1454	755
658	1456	753
659	1458	751
660	1462	749
661	1464	747
662	1465	745
663	1467	742
664	1469	740
665	1471	737
666	1473	735
667	1475	733
668	1477	731
669	1480	729
670	1481	726
671	1483	723
672	1484	721
673	1488	719
674	1491	718
675	1493	716
676	1495	713
677	1497	711
678	1498	708
679	1500	706
680	1502	703
681	1505	701
682	1508	700
683	1510	697
684	1511	695
685	1513	692
686	1514	690
687	1516	687
688	1518	685
689	1524	685
690	1527	682
691	1528	680
692	1530	677
693	1531	675
694	1533	672
695	1536	671
696	1539	669
697	1541	666
698	1543	664
699	1544	662
700	1546	659
701	1548	657
702	1553	656
703	1554	653
704	1556	651
705	1558	648
706	1560	646
707	1561	644
708	1563	641
709	1569	640
710	1570	638
711	1572	636
712	1574	633
713	1575	631
714	1577	628
715	1581	627
716	1583	625
717	1585	622
718	1587	620
719	1588	617
720	1590	615
721	1593	613
722	1600	613
723	1601	610
724	1603	608
725	1605	606
726	1624	610
727	1629	608
728	1632	606
729	1633	604
730	1635	601
731	1637	599
732	1639	597
733	1646	596
734	1648	594
735	1652	592
736	1654	590
737	1659	589
738	1661	586
739	1662	584
740	1664	581
741	1666	579
742	1668	576
743	1669	574
744	1671	572
745	1673	569
746	1675	567
747	1677	564
748	1678	562
749	1680	560
750	1682	557
751	1683	555
752	1687	553
753	1688	550
754	1690	548
755	1692	546
756	1696	544
757	1698	542
758	1701	540
759	1703	537
760	1705	535
761	1707	533
762	1708	530
763	1710	528
764	1712	526
765	1714	523
766	1717	521
767	1718	519
768	1720	516
769	1722	514
770	1723	511
771	1725	509
772	1726	507
773	1728	504
774	1735	503
775	1737	501
776	1739	499
777	1748	498
778	1751	496
779	1753	494
780	1754	492
781	1756	489
782	1757	487
783	1760	485
784	1762	482
785	1764	480
786	1766	477
787	1767	475
788	1769	473
789	1770	470
790	1772	468
791	1775	466
792	1778	464
793	1780	461
794	1782	459
795	1783	457
796	1785	454
797	1787	452
798	1790	450
799	1792	448
800	1794	445
801	1795	443
802	1797	440
803	1798	438
804	1800	436
805	1801	433
806	1803	431
807	1805	429
808	1807	426
809	1808	424
810	1810	421
811	1811	419
812	1813	417
813	1814	414
814	1815	412
815	1817	409
816	1820	407
817	1822	405
818	1824	403
819	1825	400
820	1827	398
821	1828	396
822	1830	393
823	1831	391
824	1834	389
825	1836	386
826	1838	384
827	1839	382
828	1841	379
829	1842	377
830	1844	375
831	1845	372
832	1847	370
833	1849	368
834	1851	365
835	1852	363
836	1854	361
837	1856	358
838	1857	356
839	1859	354
840	1860	351
841	1863	349
842	1865	347
843	1866	345
844	1868	342
845	1870	340
846	1871	338
847	1873	335
848	1875	333
849	1878	331
850	1880	329
851	1882	327
852	1884	324
853	1885	322
854	1887	320
855	1888	317
856	1890	315
857	1892	313
858	1895	311
859	1896	308
860	1898	306
861	1900	304
862	1901	301
863	1904	299
864	1905	297
865	1908	295
866	1910	293
867	1912	290
868	1914	288
869	1916	286
870	1918	284
871	1919	281
872	1922	279
873	1924	277
874	1927	275
875	1928	273
876	1930	270
877	1932	268
878	1933	266
879	1935	263
880	1939	261
881	1941	259
882	1943	257
883	1946	255
884	1948	253
885	1950	250
886	1953	248
887	1957	246
888	1961	244
889	1962	242
890	1964	240
891	1965	238
892	1969	236
893	1972	233
894	1974	231
895	1976	229
896	1978	227
897	1979	224
898	1982	222
899	1984	220
900	1988	218
901	1990	216
902	1991	213
903	1993	211
904	1994	209
905	1997	207
906	1999	205
907	2001	202
908	2003	200
909	2004	198
910	2006	196
911	2007	193
912	2009	191
913	2010	189
914	2015	187
915	2017	185
916	2018	182
917	2020	180
918	2021	178
919	2023	175
920	2024	173
921	2026	171
922	2028	169
923	2031	167
924	2033	164
925	2034	162
926	2035	160
927	2037	158
928	2039	155
929	2042	153
930	2046	151
931	2048	149
932	2049	147
933	2050	144
934	2052	142
935	2054	140
936	2055	138
937	2059	136
938	2061	133
939	2063	131
940	2064	129
941	2066	127
942	2067	124
943	2069	122
944	2070	120
945	2074	118
946	2076	116
947	2078	114
948	2080	111
949	2082	109
950	2083	107
951	2085	105
952	2087	102
953	2090	100
954	2092	98
955	2093	96
956	2095	94
957	2096	91
958	2098	89
959	2099	87
960	2101	85
961	2104	83
962	2105	80
963	2107	78
964	2109	76
965	2110	74
966	2112	72
967	2114	69
968	2115	67
969	2118	65
970	2120	63
971	2121	61
972	2123	58
973	2124	56
974	2126	54
975	2127	52
976	2129	50
977	2131	47
978	2134	45
979	2136	43
980	2137	41
981	2139	39
982	2140	37
983	2142	34
984	2144	32
985	2146	30
986	2149	28
987	2150	26
988	2152	23
989	2153	21
990	2155	19
991	2157	17
992	2158	15
993	2161	13
994	2163	10
995	2164	8
996	2166	6
997	2167	4
998	2169	2
999	2170	0
